idade,imc,filhos,genero,regiao,fumante,encargos
45,36.69,3,masculino,Oeste,sim,3836.24
24,36.44,3,masculino,Sul,não,1310.63
18,26.66,1,feminino,Sul,não,1113.45
25,31.76,3,masculino,Sul,sim,3961.39
43,37.75,0,masculino,Leste,não,1606.04
21,33.25,3,masculino,Leste,não,1609.3
54,29.76,1,feminino,Oeste,sim,3519.43
62,22.49,3,feminino,Leste,não,3361.85
39,38.52,3,masculino,Oeste,sim,4228.84
26,28.98,0,feminino,Leste,não,1746.59
56,34.85,0,feminino,Leste,sim,3466.91
60,35.51,1,masculino,Oeste,não,1320.11
51,27.58,2,masculino,Sul,não,1646.94
54,34.66,0,feminino,Oeste,não,1185.71
22,27.55,1,feminino,Norte,não,1715.25
45,34.69,3,masculino,Oeste,sim,4752.6
31,22.36,0,masculino,Leste,sim,2974.76
31,35.44,4,feminino,Leste,sim,4995.04
59,22.28,1,feminino,Norte,não,1217.85
26,28.83,4,feminino,Sul,sim,3717.02
24,31.06,0,feminino,Leste,não,624.6
48,37.51,4,feminino,Leste,sim,4384.46
30,35.71,2,masculino,Sul,não,1924.16
52,31.92,0,feminino,Norte,sim,3392.64
21,33.37,3,feminino,Sul,sim,4673.65
58,27.34,1,masculino,Oeste,sim,2807.96
34,32.29,4,feminino,Oeste,não,2923.0
23,27.92,2,feminino,Leste,não,1495.05
58,24.63,4,masculino,Oeste,sim,4386.19
47,43.9,0,masculino,Sul,não,1352.99
40,36.07,4,masculino,Oeste,não,2169.51
55,29.22,1,feminino,Leste,sim,4382.43
41,34.28,4,masculino,Oeste,sim,3462.43
54,28.72,4,feminino,Sul,não,2530.56
61,32.88,3,masculino,Leste,não,2396.25
52,36.14,2,feminino,Norte,sim,3771.92
24,30.1,4,masculino,Leste,não,2303.85
24,23.5,3,masculino,Norte,não,1734.14
42,24.54,4,masculino,Norte,não,2029.37
30,27.58,4,masculino,Norte,sim,3683.2
35,37.38,2,masculino,Oeste,sim,3976.49
49,27.58,4,masculino,Norte,sim,4787.04
55,25.9,2,masculino,Norte,não,2527.92
18,32.64,4,feminino,Leste,sim,4084.53
28,30.51,2,feminino,Sul,sim,4283.3
62,32.66,4,masculino,Leste,não,3993.3
22,22.91,2,masculino,Leste,não,673.39
49,26.93,0,masculino,Sul,sim,4390.55
28,37.9,4,masculino,Sul,sim,3823.33
47,28.9,3,masculino,Sul,não,2468.26
51,35.09,4,masculino,Leste,não,1646.15
59,29.35,4,feminino,Norte,sim,4696.33
31,40.45,3,feminino,Oeste,sim,3906.61
37,33.61,4,feminino,Sul,não,2022.71
59,34.28,0,feminino,Norte,não,1199.33
30,25.81,3,masculino,Leste,sim,3368.15
62,28.85,3,feminino,Norte,não,1682.15
61,27.45,2,feminino,Oeste,sim,4595.12
34,27.27,2,feminino,Sul,sim,3950.38
55,33.22,3,feminino,Sul,não,2155.06
32,33.23,3,masculino,Leste,sim,3848.74
54,32.87,4,masculino,Oeste,não,3474.64
22,29.99,0,feminino,Norte,sim,3396.88
18,32.86,2,masculino,Oeste,sim,4595.76
55,33.52,1,feminino,Sul,sim,3604.12
29,35.01,4,feminino,Oeste,não,2938.82
62,28.08,4,masculino,Oeste,não,2623.65
23,30.98,0,feminino,Leste,não,994.91
58,31.76,2,feminino,Leste,sim,4995.05
64,36.57,1,feminino,Sul,sim,3378.54
34,36.86,2,feminino,Sul,não,1127.24
34,27.82,2,feminino,Leste,sim,3424.05
28,27.32,0,masculino,Sul,não,1543.2
23,27.04,4,masculino,Oeste,sim,4441.02
41,27.62,0,masculino,Oeste,não,1024.14
21,26.23,2,feminino,Sul,não,1070.98
56,29.81,1,feminino,Leste,sim,4009.58
36,34.44,4,feminino,Norte,não,3098.24
48,26.93,0,feminino,Oeste,não,638.99
34,31.58,3,masculino,Norte,sim,4939.59
49,20.16,1,masculino,Sul,não,815.09
60,30.55,3,feminino,Norte,não,2730.26
39,33.57,2,feminino,Norte,sim,3715.29
51,34.21,1,feminino,Sul,não,614.3
28,24.42,1,masculino,Leste,não,2100.64
62,26.56,4,feminino,Norte,não,2570.42
49,31.09,2,feminino,Oeste,sim,4229.61
37,28.87,0,feminino,Sul,não,1718.62
20,30.75,1,masculino,Norte,sim,3345.07
37,37.31,0,masculino,Norte,sim,3623.4
49,34.93,2,masculino,Leste,não,1592.03
37,21.34,2,masculino,Oeste,sim,2924.21
57,36.37,3,masculino,Oeste,não,2149.51
57,35.35,0,masculino,Norte,sim,3401.27
51,40.76,0,feminino,Sul,não,1696.66
62,36.3,4,masculino,Norte,sim,5855.66
62,31.93,2,masculino,Leste,sim,4261.22
48,32.67,2,masculino,Sul,sim,4486.99
57,33.39,2,masculino,Oeste,sim,5005.83
30,18.99,2,feminino,Oeste,sim,3389.73
34,28.65,4,masculino,Leste,sim,4246.43
34,30.69,3,masculino,Oeste,sim,3822.93
24,30.56,2,masculino,Sul,sim,4189.92
22,33.84,1,masculino,Norte,sim,3667.21
63,18.32,3,masculino,Norte,sim,3137.79
38,38.42,4,feminino,Sul,não,1712.63
48,32.7,3,masculino,Leste,não,3059.78
30,31.59,3,masculino,Sul,sim,4387.3
51,37.23,4,masculino,Oeste,não,1723.57
44,29.12,1,masculino,Sul,não,2448.71
36,31.29,2,masculino,Leste,não,1561.23
24,26.89,1,feminino,Oeste,não,1748.68
20,29.36,2,feminino,Sul,sim,3274.58
44,28.22,4,feminino,Leste,sim,4663.52
64,25.96,0,feminino,Norte,não,1595.9
43,20.72,4,feminino,Norte,não,1829.38
31,31.57,3,feminino,Sul,sim,4057.39
45,31.22,2,masculino,Oeste,sim,3801.94
55,25.29,4,masculino,Norte,não,2707.18
63,33.03,1,masculino,Leste,não,2244.75
39,23.7,0,masculino,Norte,sim,3014.8
61,34.74,1,masculino,Leste,sim,3426.96
23,32.88,1,feminino,Leste,sim,2617.37
43,39.11,3,feminino,Sul,sim,4332.26
30,27.55,2,masculino,Leste,não,1783.67
24,30.51,2,masculino,Leste,sim,3393.27
27,28.21,4,feminino,Oeste,não,2125.83
28,36.63,3,masculino,Norte,não,2403.29
26,28.6,4,feminino,Sul,não,2260.88
44,39.27,2,feminino,Sul,sim,4125.71
34,27.74,3,feminino,Sul,sim,4353.4
49,28.19,2,feminino,Norte,sim,3594.3
48,32.36,3,masculino,Leste,sim,5145.6
55,32.22,0,masculino,Sul,não,1226.37
56,29.97,0,feminino,Sul,não,1618.94
24,26.7,2,masculino,Leste,não,1343.29
24,37.39,3,masculino,Leste,não,1945.38
19,34.19,4,masculino,Norte,não,2928.78
19,29.98,0,feminino,Norte,não,930.53
39,26.49,4,feminino,Oeste,não,1828.92
64,29.9,0,feminino,Leste,sim,3823.45
18,32.32,2,masculino,Leste,não,1012.5
40,29.9,4,feminino,Leste,não,1711.67
54,25.89,3,feminino,Norte,sim,4368.96
44,30.0,0,feminino,Norte,não,3055.85
38,32.37,3,feminino,Norte,não,2063.24
38,23.22,1,feminino,Leste,sim,3975.39
57,24.83,4,feminino,Oeste,sim,4679.92
52,18.32,0,feminino,Leste,sim,3347.61
64,24.24,3,masculino,Leste,não,2342.54
48,36.98,2,masculino,Oeste,não,1092.38
45,31.07,1,feminino,Oeste,sim,2881.14
54,29.34,1,masculino,Leste,não,872.71
27,28.48,3,masculino,Leste,sim,3516.33
26,19.33,4,feminino,Sul,sim,4504.08
38,32.32,2,feminino,Norte,não,1819.87
41,35.59,3,feminino,Leste,sim,3763.52
57,37.56,3,masculino,Oeste,sim,4276.02
61,36.56,3,feminino,Leste,não,2162.69
60,30.57,3,masculino,Norte,não,3176.13
31,36.86,3,feminino,Oeste,não,2294.54
27,31.11,3,feminino,Sul,não,1583.06
45,27.15,2,masculino,Sul,sim,3185.62
44,31.76,2,masculino,Sul,não,2458.22
55,28.2,3,feminino,Sul,não,2310.35
52,24.95,2,feminino,Norte,sim,4706.72
24,34.49,0,feminino,Sul,sim,3553.41
59,31.67,0,masculino,Oeste,sim,3124.54
63,28.71,1,feminino,Oeste,não,2129.65
55,27.66,0,feminino,Oeste,não,1648.21
24,22.84,1,feminino,Oeste,não,1387.82
39,24.73,2,feminino,Norte,sim,3083.54
21,29.44,3,feminino,Leste,não,1377.33
29,27.45,3,masculino,Sul,sim,3659.74
60,31.53,0,feminino,Sul,não,1245.35
29,30.52,2,masculino,Oeste,sim,3844.26
47,35.81,4,masculino,Oeste,não,3278.97
32,35.65,3,masculino,Sul,não,2571.02
37,32.01,2,feminino,Norte,sim,3563.53
44,31.11,3,masculino,Sul,não,2105.4
61,29.61,0,feminino,Norte,não,1809.26
34,25.27,4,feminino,Leste,não,2381.56
53,31.41,3,feminino,Leste,não,2426.93
35,29.84,2,masculino,Leste,sim,3981.53
34,20.75,1,feminino,Leste,não,1160.73
28,24.93,3,feminino,Oeste,não,2390.24
27,33.14,1,feminino,Oeste,não,1509.76
53,25.33,2,feminino,Norte,sim,4254.31
43,29.13,3,masculino,Norte,não,1801.5
44,32.79,4,masculino,Norte,não,2371.05
33,26.55,0,feminino,Norte,não,584.01
45,25.21,0,feminino,Oeste,não,1579.39
22,40.97,2,masculino,Oeste,sim,3733.78
56,28.5,4,feminino,Leste,sim,4376.79
39,30.98,4,masculino,Leste,sim,5161.72
57,33.78,0,feminino,Sul,sim,3457.38
41,34.57,1,masculino,Oeste,não,2042.89
62,18.83,2,masculino,Norte,sim,3399.62
56,31.09,4,feminino,Norte,não,2846.9
61,32.09,3,feminino,Oeste,não,1431.89
61,32.82,2,masculino,Sul,sim,4206.65
40,32.2,0,masculino,Sul,não,747.79
46,30.83,3,feminino,Sul,não,2921.38
64,33.65,2,feminino,Leste,sim,4208.88
61,24.64,2,feminino,Leste,não,1894.87
24,25.19,1,feminino,Leste,sim,2085.7
31,28.73,3,masculino,Oeste,não,1018.02
31,27.82,0,feminino,Leste,não,727.68
35,34.6,2,feminino,Sul,não,1647.18
58,32.55,1,masculino,Sul,não,1692.63
48,32.34,0,feminino,Leste,sim,2818.13
22,26.14,3,feminino,Leste,sim,4307.37
36,29.15,0,masculino,Norte,sim,3784.77
20,36.41,3,feminino,Norte,não,2280.37
45,29.37,0,feminino,Oeste,sim,3511.34
26,33.97,3,feminino,Leste,sim,4735.31
61,29.79,2,masculino,Oeste,não,2324.81
33,34.78,3,masculino,Norte,não,1580.89
41,28.74,0,masculino,Sul,sim,2724.83
48,35.13,4,feminino,Oeste,não,2648.87
31,31.68,0,masculino,Sul,não,798.03
46,31.62,0,masculino,Oeste,sim,3619.63
64,37.07,0,masculino,Leste,não,2181.87
32,29.66,4,feminino,Leste,não,1560.43
64,24.49,0,feminino,Sul,sim,2489.13
63,33.27,0,masculino,Oeste,sim,3245.99
51,26.16,2,feminino,Leste,não,2144.79
22,28.77,1,feminino,Leste,não,942.25
28,36.54,4,feminino,Sul,sim,4647.47
36,30.45,4,feminino,Sul,não,2040.65
54,31.56,0,masculino,Norte,sim,2775.17
26,29.23,4,feminino,Norte,sim,4082.94
27,29.58,4,masculino,Norte,não,2811.84
64,33.79,3,feminino,Leste,sim,4924.34
31,38.32,1,feminino,Oeste,não,1801.92
30,36.26,4,masculino,Norte,não,2084.91
47,25.89,1,masculino,Norte,sim,3780.53
32,31.29,4,feminino,Sul,não,1859.95
58,34.28,2,feminino,Leste,não,2884.91
31,31.55,1,feminino,Leste,não,1778.87
27,25.44,3,masculino,Leste,não,1728.48
64,31.02,4,masculino,Norte,sim,5408.2
30,34.66,0,feminino,Leste,não,1896.25
55,32.15,4,feminino,Oeste,sim,5145.33
47,31.36,4,feminino,Sul,sim,4534.91
63,32.93,4,masculino,Leste,não,3736.2
29,32.08,1,feminino,Norte,não,1427.44
62,24.27,4,feminino,Leste,sim,4611.12
59,34.65,1,feminino,Leste,sim,4982.36
42,35.09,3,masculino,Leste,não,2207.87
26,26.69,2,feminino,Oeste,sim,4278.65
33,35.56,2,feminino,Norte,sim,4500.69
50,28.64,2,masculino,Leste,não,2205.31
62,40.28,4,masculino,Sul,sim,4751.69
34,28.19,1,masculino,Sul,sim,3433.44
62,27.9,2,feminino,Oeste,não,1344.57
29,21.12,3,masculino,Norte,sim,3662.61
33,32.91,2,feminino,Norte,não,2138.8
43,32.6,4,masculino,Oeste,sim,5470.5
39,27.3,0,feminino,Leste,sim,2681.75
40,35.0,2,masculino,Norte,sim,4768.92
35,32.28,4,feminino,Norte,sim,3986.35
46,25.41,4,feminino,Norte,sim,3956.4
45,23.53,0,masculino,Sul,não,271.66
62,31.18,2,feminino,Oeste,não,1546.54
26,32.56,2,feminino,Sul,sim,3380.42
45,15.04,3,masculino,Oeste,sim,4158.97
46,32.1,4,feminino,Leste,sim,4846.51
57,37.08,2,masculino,Norte,sim,4317.13
61,32.56,2,masculino,Leste,sim,4013.66
57,29.3,1,masculino,Leste,sim,3452.29
53,35.69,0,masculino,Norte,sim,3473.91
48,30.04,3,masculino,Sul,não,1831.44
59,28.49,0,feminino,Oeste,sim,2728.92
27,29.82,1,feminino,Oeste,sim,3323.9
61,36.35,1,feminino,Norte,sim,2948.91
35,32.14,1,masculino,Norte,não,1417.99
34,34.95,2,masculino,Oeste,sim,4072.57
18,24.81,0,feminino,Sul,sim,3515.77
44,19.37,0,feminino,Norte,sim,2623.22
25,27.34,4,masculino,Leste,sim,4527.21
36,29.13,2,feminino,Oeste,não,1990.44
29,27.36,3,feminino,Sul,sim,4444.4
30,32.74,3,masculino,Oeste,sim,3689.29
31,32.86,4,masculino,Oeste,não,2190.45
26,32.03,1,masculino,Sul,sim,3265.36
58,32.33,2,masculino,Sul,sim,4180.68
36,33.1,0,masculino,Leste,sim,2975.08
35,32.48,4,feminino,Oeste,sim,4995.57
60,27.34,0,feminino,Oeste,sim,3378.75
62,33.05,0,feminino,Oeste,sim,3648.6
52,32.21,0,feminino,Norte,sim,3625.49
29,26.66,1,masculino,Sul,sim,3478.78
41,31.11,3,feminino,Leste,sim,3247.94
24,33.1,1,feminino,Norte,não,1241.29
32,36.43,1,feminino,Sul,sim,3108.08
64,24.1,3,feminino,Leste,sim,4397.82
61,30.83,3,masculino,Oeste,não,2469.77
19,35.41,4,feminino,Leste,não,2219.15
32,32.66,1,feminino,Leste,sim,3644.57
55,30.42,2,feminino,Sul,não,2067.15
24,26.31,0,feminino,Sul,sim,3052.38
62,22.49,2,masculino,Leste,sim,4568.75
27,20.36,2,masculino,Sul,não,310.95
21,29.35,2,masculino,Oeste,não,2086.38
27,33.48,3,masculino,Sul,não,2107.23
52,25.29,4,masculino,Norte,não,2313.76
48,36.34,1,feminino,Norte,não,1785.28
19,28.16,3,masculino,Sul,sim,3585.73
56,26.1,4,masculino,Norte,sim,4788.3
32,33.85,4,masculino,Norte,sim,4532.07
34,28.66,4,feminino,Leste,sim,4330.43
48,26.88,4,feminino,Norte,não,2158.84
31,32.01,0,masculino,Sul,sim,3046.47
40,31.36,0,masculino,Oeste,não,509.52
64,29.71,3,masculino,Oeste,sim,4906.12
53,30.51,1,feminino,Norte,não,2269.72
41,25.52,1,masculino,Norte,sim,3688.43
55,29.56,3,feminino,Leste,não,2419.91
47,29.19,1,feminino,Sul,não,1680.87
63,30.09,3,feminino,Leste,não,2226.24
60,31.9,1,masculino,Oeste,não,2043.66
44,29.84,2,masculino,Oeste,não,1701.59
36,28.23,0,feminino,Norte,sim,3351.3
40,27.79,3,feminino,Leste,sim,4604.72
24,33.35,4,masculino,Oeste,sim,4766.63
28,27.97,1,feminino,Sul,sim,3357.14
61,28.51,3,masculino,Norte,sim,4178.99
19,21.95,2,feminino,Sul,não,1117.21
27,36.88,2,feminino,Oeste,sim,4202.08
44,21.53,0,masculino,Oeste,sim,2632.53
33,34.3,3,masculino,Leste,não,1561.89
35,27.33,3,feminino,Oeste,não,2165.41
37,29.44,1,masculino,Norte,não,97.29
37,21.39,4,masculino,Leste,não,1359.19
19,32.42,2,masculino,Leste,sim,4669.02
45,30.19,4,feminino,Sul,sim,4078.69
54,26.3,2,masculino,Oeste,não,2113.9
53,29.47,1,masculino,Oeste,sim,3705.95
27,24.66,0,feminino,Leste,sim,3837.79
59,32.35,3,masculino,Sul,sim,4894.48
31,31.52,2,masculino,Leste,sim,3113.57
24,18.69,2,masculino,Sul,não,823.5
42,29.86,3,feminino,Norte,sim,4714.19
28,26.85,0,feminino,Norte,sim,3224.15
61,23.48,2,masculino,Oeste,não,2068.46
55,31.52,4,masculino,Oeste,sim,5134.17
23,32.94,1,feminino,Norte,não,755.07
58,25.79,0,masculino,Sul,não,885.69
33,35.55,4,feminino,Norte,sim,4684.92
32,24.94,2,feminino,Sul,sim,5548.24
39,18.63,0,feminino,Oeste,não,338.04
18,31.5,3,masculino,Oeste,sim,4055.63
53,36.31,0,masculino,Oeste,sim,2726.04
51,27.39,2,feminino,Leste,não,1715.22
32,33.59,1,masculino,Leste,não,1118.12
24,28.53,4,masculino,Norte,não,1769.32
42,29.09,3,feminino,Sul,não,1980.13
21,28.22,0,feminino,Oeste,não,1018.82
22,41.78,1,feminino,Norte,não,1480.94
55,32.73,1,feminino,Leste,sim,4661.63
58,23.91,4,feminino,Oeste,sim,4061.44
49,38.08,0,feminino,Norte,sim,3345.73
45,34.76,0,feminino,Leste,não,1150.96
59,31.66,4,feminino,Sul,sim,4718.31
21,27.52,1,feminino,Norte,não,1436.96
52,33.39,0,feminino,Norte,sim,3762.2
59,32.59,3,feminino,Sul,sim,4712.33
31,35.2,2,feminino,Sul,não,2624.13
35,33.36,0,masculino,Sul,não,1797.08
60,27.77,3,feminino,Leste,não,2700.91
58,21.7,1,masculino,Norte,sim,3360.9
63,24.72,4,masculino,Norte,sim,5104.97
28,33.52,3,masculino,Oeste,sim,4283.25
56,24.45,3,masculino,Sul,sim,4560.42
60,34.66,0,masculino,Oeste,não,1189.35
21,30.03,4,feminino,Oeste,não,1700.39
45,25.7,4,feminino,Oeste,sim,5041.64
33,23.79,3,feminino,Sul,não,2632.45
52,24.27,3,masculino,Leste,sim,4215.58
54,29.9,1,masculino,Norte,não,1524.39
60,26.88,0,feminino,Sul,sim,2980.22
57,33.81,4,feminino,Sul,não,2985.05
62,30.86,2,masculino,Sul,não,2036.02
38,27.71,3,feminino,Leste,sim,4268.86
43,33.8,2,feminino,Norte,não,1359.32
29,30.4,3,masculino,Oeste,sim,3835.67
62,35.49,4,masculino,Norte,não,2594.91
35,30.45,0,feminino,Norte,não,564.76
23,29.84,2,masculino,Norte,não,1648.7
37,29.39,1,feminino,Norte,sim,3356.47
25,27.44,4,feminino,Leste,sim,4728.16
22,33.41,2,feminino,Oeste,sim,4368.98
49,28.77,3,masculino,Sul,sim,2820.49
47,35.56,0,masculino,Leste,sim,4034.95
60,31.52,3,masculino,Norte,sim,4668.4
45,29.71,0,feminino,Leste,não,1594.75
50,15.88,3,masculino,Leste,não,2467.21
61,27.6,2,masculino,Oeste,não,2334.25
59,21.77,1,feminino,Norte,não,1501.16
36,25.51,3,masculino,Oeste,não,2336.4
47,26.49,2,masculino,Oeste,não,2246.82
31,20.11,2,masculino,Sul,não,1346.3
62,33.72,3,masculino,Sul,não,2626.94
27,33.44,1,feminino,Leste,não,2418.9
26,39.0,0,masculino,Oeste,não,1468.48
43,21.74,2,feminino,Norte,não,1698.71
51,28.49,2,feminino,Leste,não,1705.12
35,33.53,2,feminino,Oeste,não,1278.3
34,22.51,2,masculino,Sul,não,374.54
25,26.73,3,feminino,Leste,não,1055.29
48,30.75,0,masculino,Sul,não,1611.26
34,29.61,3,masculino,Oeste,não,2336.95
40,33.63,1,feminino,Oeste,sim,3851.04
55,28.36,0,masculino,Sul,não,2531.05
27,31.74,4,masculino,Norte,sim,3291.46
64,26.2,1,feminino,Sul,sim,4590.35
30,33.61,3,masculino,Sul,sim,4954.4
42,28.43,2,masculino,Norte,sim,4512.38
40,24.85,3,masculino,Norte,sim,4408.4
32,36.45,3,masculino,Norte,sim,3009.61
63,22.06,3,masculino,Oeste,sim,3660.27
51,29.63,1,feminino,Oeste,sim,3373.89
22,32.99,4,feminino,Oeste,sim,4765.14
23,33.89,2,masculino,Norte,não,2166.93
30,33.16,2,feminino,Leste,sim,4526.75
59,31.27,3,masculino,Norte,sim,4396.49
30,32.4,3,feminino,Oeste,sim,4348.62
18,25.07,3,feminino,Sul,sim,2883.38
23,26.12,3,feminino,Sul,sim,4057.77
40,28.66,1,feminino,Leste,sim,3352.84
59,29.92,1,masculino,Oeste,não,2115.97
51,24.99,0,feminino,Oeste,não,1432.89
19,18.17,0,feminino,Sul,sim,3200.85
28,33.33,1,masculino,Sul,sim,3330.41
24,32.34,3,feminino,Norte,não,2180.1
34,33.02,2,feminino,Oeste,não,1128.62
25,21.16,1,masculino,Norte,não,1218.84
45,25.65,1,masculino,Sul,sim,3546.98
56,21.14,0,feminino,Leste,sim,3344.45
61,33.29,4,masculino,Norte,sim,5211.51
38,30.78,2,masculino,Leste,não,1618.72
59,29.3,2,masculino,Sul,sim,4041.76
36,34.4,4,masculino,Sul,não,1945.09
60,25.54,0,feminino,Oeste,não,980.0
24,32.58,2,masculino,Sul,não,976.57
56,30.09,0,masculino,Leste,não,936.21
52,37.66,0,feminino,Sul,sim,3310.49
28,29.79,3,masculino,Norte,sim,4839.2
57,26.56,4,masculino,Sul,não,2093.7
58,23.94,4,masculino,Leste,sim,4508.35
58,31.92,3,feminino,Sul,não,1294.52
45,31.48,0,feminino,Sul,sim,3194.9
48,31.6,0,feminino,Sul,não,1219.04
54,26.72,2,feminino,Norte,sim,3511.86
52,22.95,4,feminino,Norte,sim,4143.17
43,25.25,2,masculino,Leste,não,2781.09
45,33.06,2,feminino,Sul,sim,3894.42
49,36.54,4,masculino,Norte,não,2465.36
61,36.97,2,feminino,Leste,sim,3089.58
21,30.48,4,masculino,Norte,não,2133.3
18,29.11,0,masculino,Leste,não,673.07
55,40.87,0,masculino,Sul,sim,3990.17
57,19.68,1,masculino,Sul,não,1478.01
30,25.04,2,feminino,Oeste,não,1976.74
38,27.51,2,masculino,Oeste,não,1354.32
29,29.05,4,masculino,Oeste,sim,3515.19
30,31.56,2,masculino,Leste,sim,3536.32
45,24.42,1,feminino,Sul,não,1522.57
39,33.39,3,masculino,Oeste,não,2058.74
62,32.09,3,feminino,Oeste,sim,4783.71
30,25.73,0,masculino,Norte,sim,3096.6
35,36.23,1,masculino,Sul,não,1399.54
57,19.6,0,masculino,Leste,não,1669.02
49,39.74,4,masculino,Oeste,não,2513.69
47,31.48,3,masculino,Sul,sim,3974.71
19,34.04,4,masculino,Oeste,não,2682.07
55,26.04,1,feminino,Oeste,não,1901.13
18,28.88,0,masculino,Sul,não,1104.35
41,30.35,0,masculino,Oeste,não,959.25
31,20.73,2,feminino,Norte,não,1323.68
26,32.77,1,feminino,Norte,sim,3595.68
38,29.35,1,feminino,Norte,não,1201.78
36,38.0,0,feminino,Norte,não,1839.23
34,33.76,4,feminino,Sul,sim,5589.34
31,21.93,2,masculino,Leste,sim,4278.42
26,38.13,0,feminino,Leste,sim,3303.47
24,36.57,3,feminino,Oeste,sim,3949.63
45,35.18,2,masculino,Oeste,sim,3914.62
55,32.33,2,masculino,Norte,sim,4490.88
53,24.42,0,feminino,Oeste,sim,3946.47
58,29.86,3,masculino,Sul,sim,4239.47
44,28.76,2,masculino,Sul,sim,4768.51
48,33.04,4,feminino,Norte,não,2211.75
30,28.25,0,feminino,Sul,sim,3141.94
63,25.53,4,masculino,Oeste,sim,5008.75
34,22.14,4,masculino,Oeste,sim,3651.12
41,36.12,0,feminino,Oeste,sim,3686.48
60,26.12,4,masculino,Sul,sim,5004.93
26,30.53,1,masculino,Leste,não,489.39
34,36.85,3,feminino,Leste,sim,4461.58
36,31.6,3,masculino,Leste,não,2934.5
28,35.06,4,masculino,Leste,sim,3772.18
33,23.36,3,masculino,Oeste,sim,4155.73
56,28.77,2,feminino,Norte,não,931.67
42,37.67,2,feminino,Norte,sim,4118.46
54,36.13,3,feminino,Sul,sim,5077.38
18,31.64,1,masculino,Norte,não,2090.63
21,33.59,1,masculino,Leste,não,500.1
44,23.12,0,masculino,Sul,sim,3180.68
38,26.97,0,feminino,Norte,não,719.46
51,32.2,2,feminino,Leste,sim,3828.89
42,29.57,3,feminino,Sul,sim,4563.69
36,35.26,4,masculino,Sul,sim,4420.99
58,38.22,0,feminino,Norte,não,1232.11
27,32.29,3,masculino,Sul,não,1851.2
26,31.35,1,masculino,Leste,não,530.28
25,19.09,3,feminino,Leste,sim,3693.69
46,31.06,1,masculino,Leste,não,1336.51
59,23.48,0,feminino,Leste,não,1188.42
37,30.41,2,feminino,Leste,não,2820.86
40,31.48,1,masculino,Norte,sim,4100.39
21,33.26,3,feminino,Sul,sim,3082.56
32,28.04,0,masculino,Leste,sim,4012.16
20,33.68,4,masculino,Leste,sim,5905.08
41,26.82,0,feminino,Sul,sim,3843.8
61,29.04,0,masculino,Norte,sim,2389.99
42,23.02,2,masculino,Oeste,não,1360.7
38,33.01,2,masculino,Norte,sim,3900.63
53,30.39,1,masculino,Oeste,sim,3754.31
64,21.93,1,feminino,Sul,sim,4193.34
50,31.8,1,feminino,Oeste,sim,3844.06
52,30.45,4,masculino,Leste,não,2828.12
60,29.38,2,feminino,Sul,sim,4120.56
46,33.1,3,feminino,Oeste,não,1911.92
55,29.33,2,masculino,Sul,sim,4189.62
54,29.15,3,feminino,Leste,sim,3627.13
36,26.85,4,feminino,Sul,não,2212.08
60,36.1,4,masculino,Oeste,sim,5419.23
53,34.17,3,masculino,Norte,não,1601.32
57,39.78,3,feminino,Oeste,não,2605.42
53,30.99,1,feminino,Sul,não,1926.1
19,34.97,4,masculino,Sul,sim,4294.66
47,25.24,2,feminino,Sul,não,1945.49
38,35.51,3,feminino,Sul,não,2450.1
55,27.03,1,masculino,Norte,sim,3688.99
53,37.09,1,feminino,Sul,não,1740.04
64,29.93,4,masculino,Norte,não,3148.92
52,35.71,1,feminino,Oeste,não,2259.98
45,26.51,1,masculino,Oeste,sim,3291.75
32,30.87,0,feminino,Sul,não,591.77
60,29.84,3,masculino,Oeste,sim,4629.25
48,36.36,0,feminino,Sul,não,1924.9
45,31.56,2,masculino,Sul,sim,4206.66
22,29.54,0,masculino,Sul,não,1765.66
22,31.83,2,masculino,Oeste,sim,4023.82
24,35.51,2,feminino,Leste,sim,3977.24
59,32.81,4,feminino,Leste,sim,4813.29
59,29.89,0,feminino,Leste,não,1893.32
21,30.08,4,feminino,Sul,não,2949.43
57,33.02,1,masculino,Leste,não,1983.99
62,30.57,4,feminino,Oeste,não,2429.27
54,24.01,0,feminino,Oeste,sim,2406.92
45,37.1,4,masculino,Oeste,não,2367.38
31,26.27,3,feminino,Sul,sim,4025.14
62,28.34,3,masculino,Leste,não,1422.19
18,29.7,3,feminino,Norte,não,1814.6
28,32.68,1,feminino,Norte,sim,3400.47
47,32.9,0,masculino,Sul,não,1274.78
32,35.53,0,feminino,Oeste,não,907.81
18,32.39,3,feminino,Norte,não,2796.11
18,24.49,3,masculino,Norte,sim,4055.43
50,29.32,4,feminino,Norte,sim,4806.0
29,31.41,1,masculino,Oeste,sim,3348.85
47,26.98,1,feminino,Leste,não,1235.49
23,26.34,4,feminino,Norte,não,2082.91
23,31.35,3,feminino,Sul,sim,4457.05
48,33.81,0,feminino,Oeste,não,819.39
36,30.38,4,masculino,Norte,sim,4447.97
60,32.86,1,feminino,Oeste,sim,3671.16
34,35.55,3,feminino,Norte,sim,4069.11
35,31.3,2,masculino,Oeste,não,1893.47
29,33.11,4,feminino,Sul,não,2361.12
27,25.49,3,masculino,Sul,não,2055.42
27,30.0,0,masculino,Leste,sim,3506.74
44,23.65,2,masculino,Leste,não,1285.53
30,28.27,2,feminino,Oeste,não,1940.4
18,29.01,0,masculino,Norte,não,1320.09
57,35.16,0,feminino,Leste,não,1899.9
